NAME,TIME,DISTANCE
VAT,2023,1171580.13762103
SMR,2023,980288.952698828
LIE,2023,559637.576129932
FSM,2023,13131612.2300428
MHL,2023,13465640.6997942
TUV,2023,15288546.0938844
PLW,2023,11986487.7359203
MCO,2023,822262.653255492
KIR,2023,14123959.6002227
COM,2023,7885949.31247121
AND,2023,949760.544652496
TTO,2023,7406590.09532282
RWA,2023,6339643.57162757
SWZ,2023,8943261.69373481
SSD,2023,5696146.38605587
QAT,2023,4899080.52570481
MNE,2023,1469203.71655355
CHE,2023,492639.082484463
XKX,2023,1568602.59476564
DMA,2023,7001722.49663321
DJI,2023,5595716.89289519
GMB,2023,4556590.35379038
MKD,2023,1634520.44565129
BRB,2023,7065707.49110141
BDI,2023,6463780.48718905
VCT,2023,7171890.31200742
LCA,2023,7083711.34016577
KNA,2023,6926894.79130755
MUS,2023,9424743.92682941
GRD,2023,7302057.53671528
BHR,2023,4757138.81084646
ATG,2023,6881597.59397154
URY,2023,11191906.8098848
TGO,2023,4963914.62926451
TUN,2023,1627264.1837345
ARE,2023,5158218.87107916
TKM,2023,4427307.01619166
ZMB,2023,7701673.19102321
ZWE,2023,8040798.32799701
TLS,2023,12907658.5786806
VUT,2023,16068688.2330773
HND,2023,8913351.88547528
GUY,2023,7513055.23487352
ISL,2023,2134020.25935711
HTI,2023,7500842.21914513
UGA,2023,6201034.88993771
SUR,2023,7398864.27716641
NER,2023,4143527.56276958
TJK,2023,5112867.04172797
PRY,2023,10386742.5377131
NIC,2023,9012855.84149194
SLE,2023,4967961.86979296
PAK,2023,5755330.58123904
NPL,2023,7059572.74069664
ZAF,2023,9114845.2387923
ZAF,2023,8797889.8750031
PNG,2023,14304696.6563222
SLB,2023,14902450.4130928
PAN,2023,8810654.83964328
MAR,2023,2075746.45888378
MDA,2023,1838029.15159367
MOZ,2023,8948038.95437669
SOM,2023,6631362.44572051
OMN,2023,5504893.97984964
LKA,2023,8397920.78878694
MNG,2023,6814871.80067105
NAM,2023,8226771.64152894
NGA,2023,4641579.21651696
GNB,2023,4686336.63414894
JOR,2023,3330485.75517887
KGZ,2023,5224007.34849487
LSO,2023,9165863.47394746
MDG,2023,8803579.29249413
ECU,2023,9522853.954921
CRI,2023,9048605.72623559
SLV,2023,9085482.97256219
JAM,2023,7859037.45880905
TCD,2023,4403194.32082641
GNQ,2023,5235732.32180448
ERI,2023,5006793.25414638
MWI,2023,7731102.32421225
GTM,2023,9097448.37215555
GAB,2023,5612135.11468035
FJI,2023,16338868.742302
MRT,2023,4054181.72141903
MLI,2023,4379998.1769232
LBN,2023,3146962.71004505
GEO,2023,3231990.6387812
KAZ,2023,4539600.4606253
LAO,2023,9042973.55042227
COG,2023,6193798.82874145
GIN,2023,4868779.99343206
CIV,2023,4960438.73317832
CAN,2023,5690557.45715581
SRB,2023,1376614.87893859
BRN,2023,11009540.4917779
BOL,2023,10277319.3424962
BLZ,2023,8753220.48246454
CAF,2023,5319679.76090142
CMR,2023,5249245.18823124
ALB,2023,1591669.05099106
ARM,2023,3306842.51614599
AZE,2023,3669739.31320715
KHM,2023,9752045.27698672
BOL,2023,10235782.4280281
BEN,2023,4933397.61281998
BLR,2023,1611055.69159271
BTN,2023,7375321.55570505
BWA,2023,8625944.75008527
AUS,2023,16714129.139192
BFA,2023,4298603.87899921
BIH,2023,1311963.81681785
MMR,2023,8451208.92041675
TON,2023,16708354.6168775
SOM,2023,5840433.06908975
SYC,2023,7834533.66098228
STP,2023,5601041.90677498
WSM,2023,15885391.182995
MDV,2023,8196133.6626235
ISR,2023,3299618.94558762
CPV,2023,4702151.17170244
BHS,2023,7318463.91576034
NZL,2023,18718433.1494219
VNM,2023,8994270.28242011
TUR,2023,2519559.5878406
YEM,2023,5304284.46168348
SYR,2023,3227431.479877
SDN,2023,4652241.7950681
NOR,2023,1088776.24327453
PRK,2023,8535960.75035763
TZA,2023,7211891.80678046
LBR,2023,5131537.13762644
MYS,2023,10256037.5638773
CUB,2023,7823081.29996835
KWT,2023,4328048.14844455
DOM,2023,7337187.3227442
GHA,2023,5037692.01800207
LBY,2023,2120354.04408503
CIV,2023,5104826.82280221
BRA,2023,8957315.01005131
BGD,2023,7731868.61490007
AGO,2023,6666629.08005391
DZA,2023,1566666.2330281
MMR,2023,8705822.05336082
VEN,2023,7794058.24514218
UKR,2023,1843195.41480565
UZB,2023,4966240.27317477
THA,2023,9262590.91987867
PER,2023,10441056.649642
SEN,2023,4459743.33441958
ZAF,2023,8842227.21118599
KOR,2023,8730563.59669894
PHL,2023,10522476.5695618
COD,2023,6202005.91445946
IND,2023,6426974.12217447
IRQ,2023,3776373.25455577
ETH,2023,5603418.43301099
IRN,2023,4092810.19370584
ARG,2023,11281912.1087782
AFG,2023,5422951.00160944
TWN,2023,9603595.15469765
USA,2023,6230189.82264779
GBR,2023,319908.04775968
SAU,2023,4634932.39807306
RUS,2023,2261862.40448956
MEX,2023,9258834.26751577
CHN,2023,7984825.96814558
KEN,2023,6543934.78251629
IDN,2023,11415821.6770929
COL,2023,8800233.2752244
EGY,2023,3211971.80610104
JPN,2023,9476221.68774838
CHL,2023,11865957.9505718
SGP,2023,10565956.610142
VAT,2022,1171580.13762103
SMR,2022,980288.952698828
LIE,2022,559637.576129932
FSM,2022,13131612.2300428
MHL,2022,13465640.6997942
TUV,2022,15288546.0938844
PLW,2022,11986487.7359203
MCO,2022,822262.653255492
KIR,2022,14123959.6002227
COM,2022,7885949.31247121
AND,2022,949760.544652496
TTO,2022,7406590.09532282
RWA,2022,6339643.57162757
SWZ,2022,8943261.69373481
SSD,2022,5696146.38605587
QAT,2022,4899080.52570481
MNE,2022,1469203.71655355
CHE,2022,492639.082484463
XKX,2022,1568602.59476564
DMA,2022,7001722.49663321
DJI,2022,5595716.89289519
GMB,2022,4556590.35379038
MKD,2022,1634520.44565129
BRB,2022,7065707.49110141
BDI,2022,6463780.48718905
VCT,2022,7171890.31200742
LCA,2022,7083711.34016577
KNA,2022,6926894.79130755
MUS,2022,9424743.92682941
GRD,2022,7302057.53671528
BHR,2022,4757138.81084646
ATG,2022,6881597.59397154
URY,2022,11191906.8098848
TGO,2022,4963914.62926451
TUN,2022,1627264.1837345
ARE,2022,5158218.87107916
TKM,2022,4427307.01619166
ZMB,2022,7701673.19102321
ZWE,2022,8040798.32799701
TLS,2022,12907658.5786806
VUT,2022,16068688.2330773
HND,2022,8913351.88547528
GUY,2022,7513055.23487352
ISL,2022,2134020.25935711
HTI,2022,7500842.21914513
UGA,2022,6201034.88993771
SUR,2022,7398864.27716641
NER,2022,4143527.56276958
TJK,2022,5112867.04172797
PRY,2022,10386742.5377131
NIC,2022,9012855.84149194
SLE,2022,4967961.86979296
PAK,2022,5755330.58123904
NPL,2022,7059572.74069664
ZAF,2022,9114845.2387923
ZAF,2022,8797889.8750031
PNG,2022,14304696.6563222
SLB,2022,14902450.4130928
PAN,2022,8810654.83964328
MAR,2022,2075746.45888378
MDA,2022,1838029.15159367
MOZ,2022,8948038.95437669
SOM,2022,6631362.44572051
OMN,2022,5504893.97984964
LKA,2022,8397920.78878694
MNG,2022,6814871.80067105
NAM,2022,8226771.64152894
NGA,2022,4641579.21651696
GNB,2022,4686336.63414894
JOR,2022,3330485.75517887
KGZ,2022,5224007.34849487
LSO,2022,9165863.47394746
MDG,2022,8803579.29249413
ECU,2022,9522853.954921
CRI,2022,9048605.72623559
SLV,2022,9085482.97256219
JAM,2022,7859037.45880905
TCD,2022,4403194.32082641
GNQ,2022,5235732.32180448
ERI,2022,5006793.25414638
MWI,2022,7731102.32421225
GTM,2022,9097448.37215555
GAB,2022,5612135.11468035
FJI,2022,16338868.742302
MRT,2022,4054181.72141903
MLI,2022,4379998.1769232
LBN,2022,3146962.71004505
GEO,2022,3231990.6387812
KAZ,2022,4539600.4606253
LAO,2022,9042973.55042227
COG,2022,6193798.82874145
GIN,2022,4868779.99343206
CIV,2022,4960438.73317832
CAN,2022,5690557.45715581
SRB,2022,1376614.87893859
BRN,2022,11009540.4917779
BOL,2022,10277319.3424962
BLZ,2022,8753220.48246454
CAF,2022,5319679.76090142
CMR,2022,5249245.18823124
ALB,2022,1591669.05099106
ARM,2022,3306842.51614599
AZE,2022,3669739.31320715
KHM,2022,9752045.27698672
BOL,2022,10235782.4280281
BEN,2022,4933397.61281998
BLR,2022,1611055.69159271
BTN,2022,7375321.55570505
BWA,2022,8625944.75008527
AUS,2022,16714129.139192
BFA,2022,4298603.87899921
BIH,2022,1311963.81681785
MMR,2022,8451208.92041675
TON,2022,16708354.6168775
SOM,2022,5840433.06908975
SYC,2022,7834533.66098228
STP,2022,5601041.90677498
WSM,2022,15885391.182995
MDV,2022,8196133.6626235
ISR,2022,3299618.94558762
CPV,2022,4702151.17170244
BHS,2022,7318463.91576034
NZL,2022,18718433.1494219
VNM,2022,8994270.28242011
TUR,2022,2519559.5878406
YEM,2022,5304284.46168348
SYR,2022,3227431.479877
SDN,2022,4652241.7950681
NOR,2022,1088776.24327453
PRK,2022,8535960.75035763
TZA,2022,7211891.80678046
LBR,2022,5131537.13762644
MYS,2022,10256037.5638773
CUB,2022,7823081.29996835
KWT,2022,4328048.14844455
DOM,2022,7337187.3227442
GHA,2022,5037692.01800207
LBY,2022,2120354.04408503
CIV,2022,5104826.82280221
BRA,2022,8957315.01005131
BGD,2022,7731868.61490007
AGO,2022,6666629.08005391
DZA,2022,1566666.2330281
MMR,2022,8705822.05336082
VEN,2022,7794058.24514218
UKR,2022,1843195.41480565
UZB,2022,4966240.27317477
THA,2022,9262590.91987867
PER,2022,10441056.649642
SEN,2022,4459743.33441958
ZAF,2022,8842227.21118599
KOR,2022,8730563.59669894
PHL,2022,10522476.5695618
COD,2022,6202005.91445946
IND,2022,6426974.12217447
IRQ,2022,3776373.25455577
ETH,2022,5603418.43301099
IRN,2022,4092810.19370584
ARG,2022,11281912.1087782
AFG,2022,5422951.00160944
TWN,2022,9603595.15469765
USA,2022,6230189.82264779
GBR,2022,319908.04775968
SAU,2022,4634932.39807306
RUS,2022,2261862.40448956
MEX,2022,9258834.26751577
CHN,2022,7984825.96814558
KEN,2022,6543934.78251629
IDN,2022,11415821.6770929
COL,2022,8800233.2752244
EGY,2022,3211971.80610104
JPN,2022,9476221.68774838
CHL,2022,11865957.9505718
SGP,2022,10565956.610142
VAT,2021,1171580.13762103
SMR,2021,980288.952698828
LIE,2021,559637.576129932
FSM,2021,13131612.2300428
MHL,2021,13465640.6997942
TUV,2021,15288546.0938844
PLW,2021,11986487.7359203
MCO,2021,822262.653255492
KIR,2021,14123959.6002227
COM,2021,7885949.31247121
AND,2021,949760.544652496
TTO,2021,7406590.09532282
RWA,2021,6339643.57162757
SWZ,2021,8943261.69373481
SSD,2021,5696146.38605587
QAT,2021,4899080.52570481
MNE,2021,1469203.71655355
CHE,2021,492639.082484463
XKX,2021,1568602.59476564
DMA,2021,7001722.49663321
DJI,2021,5595716.89289519
GMB,2021,4556590.35379038
MKD,2021,1634520.44565129
BRB,2021,7065707.49110141
BDI,2021,6463780.48718905
VCT,2021,7171890.31200742
LCA,2021,7083711.34016577
KNA,2021,6926894.79130755
MUS,2021,9424743.92682941
GRD,2021,7302057.53671528
BHR,2021,4757138.81084646
ATG,2021,6881597.59397154
URY,2021,11191906.8098848
TGO,2021,4963914.62926451
TUN,2021,1627264.1837345
ARE,2021,5158218.87107916
TKM,2021,4427307.01619166
ZMB,2021,7701673.19102321
ZWE,2021,8040798.32799701
TLS,2021,12907658.5786806
VUT,2021,16068688.2330773
HND,2021,8913351.88547528
GUY,2021,7513055.23487352
ISL,2021,2134020.25935711
HTI,2021,7500842.21914513
UGA,2021,6201034.88993771
SUR,2021,7398864.27716641
NER,2021,4143527.56276958
TJK,2021,5112867.04172797
PRY,2021,10386742.5377131
NIC,2021,9012855.84149194
SLE,2021,4967961.86979296
PAK,2021,5755330.58123904
NPL,2021,7059572.74069664
ZAF,2021,9114845.2387923
ZAF,2021,8797889.8750031
PNG,2021,14304696.6563222
SLB,2021,14902450.4130928
PAN,2021,8810654.83964328
MAR,2021,2075746.45888378
MDA,2021,1838029.15159367
MOZ,2021,8948038.95437669
SOM,2021,6631362.44572051
OMN,2021,5504893.97984964
LKA,2021,8397920.78878694
MNG,2021,6814871.80067105
NAM,2021,8226771.64152894
NGA,2021,4641579.21651696
GNB,2021,4686336.63414894
JOR,2021,3330485.75517887
KGZ,2021,5224007.34849487
LSO,2021,9165863.47394746
MDG,2021,8803579.29249413
ECU,2021,9522853.954921
CRI,2021,9048605.72623559
SLV,2021,9085482.97256219
JAM,2021,7859037.45880905
TCD,2021,4403194.32082641
GNQ,2021,5235732.32180448
ERI,2021,5006793.25414638
MWI,2021,7731102.32421225
GTM,2021,9097448.37215555
GAB,2021,5612135.11468035
FJI,2021,16338868.742302
MRT,2021,4054181.72141903
MLI,2021,4379998.1769232
LBN,2021,3146962.71004505
GEO,2021,3231990.6387812
KAZ,2021,4539600.4606253
LAO,2021,9042973.55042227
COG,2021,6193798.82874145
GIN,2021,4868779.99343206
CIV,2021,4960438.73317832
CAN,2021,5690557.45715581
SRB,2021,1376614.87893859
BRN,2021,11009540.4917779
BOL,2021,10277319.3424962
BLZ,2021,8753220.48246454
CAF,2021,5319679.76090142
CMR,2021,5249245.18823124
ALB,2021,1591669.05099106
ARM,2021,3306842.51614599
AZE,2021,3669739.31320715
KHM,2021,9752045.27698672
BOL,2021,10235782.4280281
BEN,2021,4933397.61281998
BLR,2021,1611055.69159271
BTN,2021,7375321.55570505
BWA,2021,8625944.75008527
AUS,2021,16714129.139192
BFA,2021,4298603.87899921
BIH,2021,1311963.81681785
MMR,2021,8451208.92041675
TON,2021,16708354.6168775
SOM,2021,5840433.06908975
SYC,2021,7834533.66098228
STP,2021,5601041.90677498
WSM,2021,15885391.182995
MDV,2021,8196133.6626235
ISR,2021,3299618.94558762
CPV,2021,4702151.17170244
BHS,2021,7318463.91576034
NZL,2021,18718433.1494219
VNM,2021,8994270.28242011
TUR,2021,2519559.5878406
YEM,2021,5304284.46168348
SYR,2021,3227431.479877
SDN,2021,4652241.7950681
NOR,2021,1088776.24327453
PRK,2021,8535960.75035763
TZA,2021,7211891.80678046
LBR,2021,5131537.13762644
MYS,2021,10256037.5638773
CUB,2021,7823081.29996835
KWT,2021,4328048.14844455
DOM,2021,7337187.3227442
GHA,2021,5037692.01800207
LBY,2021,2120354.04408503
CIV,2021,5104826.82280221
BRA,2021,8957315.01005131
BGD,2021,7731868.61490007
AGO,2021,6666629.08005391
DZA,2021,1566666.2330281
MMR,2021,8705822.05336082
VEN,2021,7794058.24514218
UKR,2021,1843195.41480565
UZB,2021,4966240.27317477
THA,2021,9262590.91987867
PER,2021,10441056.649642
SEN,2021,4459743.33441958
ZAF,2021,8842227.21118599
KOR,2021,8730563.59669894
PHL,2021,10522476.5695618
COD,2021,6202005.91445946
IND,2021,6426974.12217447
IRQ,2021,3776373.25455577
ETH,2021,5603418.43301099
IRN,2021,4092810.19370584
ARG,2021,11281912.1087782
AFG,2021,5422951.00160944
TWN,2021,9603595.15469765
USA,2021,6230189.82264779
GBR,2021,319908.04775968
SAU,2021,4634932.39807306
RUS,2021,2261862.40448956
MEX,2021,9258834.26751577
CHN,2021,7984825.96814558
KEN,2021,6543934.78251629
IDN,2021,11415821.6770929
COL,2021,8800233.2752244
EGY,2021,3211971.80610104
JPN,2021,9476221.68774838
CHL,2021,11865957.9505718
SGP,2021,10565956.610142
VAT,2020,1171580.13762103
SMR,2020,980288.952698828
LIE,2020,559637.576129932
FSM,2020,13131612.2300428
MHL,2020,13465640.6997942
TUV,2020,15288546.0938844
PLW,2020,11986487.7359203
MCO,2020,822262.653255492
KIR,2020,14123959.6002227
COM,2020,7885949.31247121
AND,2020,949760.544652496
TTO,2020,7406590.09532282
RWA,2020,6339643.57162757
SWZ,2020,8943261.69373481
SSD,2020,5696146.38605587
QAT,2020,4899080.52570481
MNE,2020,1469203.71655355
CHE,2020,492639.082484463
XKX,2020,1568602.59476564
DMA,2020,7001722.49663321
DJI,2020,5595716.89289519
GMB,2020,4556590.35379038
MKD,2020,1634520.44565129
BRB,2020,7065707.49110141
BDI,2020,6463780.48718905
VCT,2020,7171890.31200742
LCA,2020,7083711.34016577
KNA,2020,6926894.79130755
MUS,2020,9424743.92682941
GRD,2020,7302057.53671528
BHR,2020,4757138.81084646
ATG,2020,6881597.59397154
URY,2020,11191906.8098848
TGO,2020,4963914.62926451
TUN,2020,1627264.1837345
ARE,2020,5158218.87107916
TKM,2020,4427307.01619166
ZMB,2020,7701673.19102321
ZWE,2020,8040798.32799701
TLS,2020,12907658.5786806
VUT,2020,16068688.2330773
HND,2020,8913351.88547528
GUY,2020,7513055.23487352
ISL,2020,2134020.25935711
HTI,2020,7500842.21914513
UGA,2020,6201034.88993771
SUR,2020,7398864.27716641
NER,2020,4143527.56276958
TJK,2020,5112867.04172797
PRY,2020,10386742.5377131
NIC,2020,9012855.84149194
SLE,2020,4967961.86979296
PAK,2020,5755330.58123904
NPL,2020,7059572.74069664
ZAF,2020,9114845.2387923
ZAF,2020,8797889.8750031
PNG,2020,14304696.6563222
SLB,2020,14902450.4130928
PAN,2020,8810654.83964328
MAR,2020,2075746.45888378
MDA,2020,1838029.15159367
MOZ,2020,8948038.95437669
SOM,2020,6631362.44572051
OMN,2020,5504893.97984964
LKA,2020,8397920.78878694
MNG,2020,6814871.80067105
NAM,2020,8226771.64152894
NGA,2020,4641579.21651696
GNB,2020,4686336.63414894
JOR,2020,3330485.75517887
KGZ,2020,5224007.34849487
LSO,2020,9165863.47394746
MDG,2020,8803579.29249413
ECU,2020,9522853.954921
CRI,2020,9048605.72623559
SLV,2020,9085482.97256219
JAM,2020,7859037.45880905
TCD,2020,4403194.32082641
GNQ,2020,5235732.32180448
ERI,2020,5006793.25414638
MWI,2020,7731102.32421225
GTM,2020,9097448.37215555
GAB,2020,5612135.11468035
FJI,2020,16338868.742302
MRT,2020,4054181.72141903
MLI,2020,4379998.1769232
LBN,2020,3146962.71004505
GEO,2020,3231990.6387812
KAZ,2020,4539600.4606253
LAO,2020,9042973.55042227
COG,2020,6193798.82874145
GIN,2020,4868779.99343206
CIV,2020,4960438.73317832
CAN,2020,5690557.45715581
SRB,2020,1376614.87893859
BRN,2020,11009540.4917779
BOL,2020,10277319.3424962
BLZ,2020,8753220.48246454
CAF,2020,5319679.76090142
CMR,2020,5249245.18823124
ALB,2020,1591669.05099106
ARM,2020,3306842.51614599
AZE,2020,3669739.31320715
KHM,2020,9752045.27698672
BOL,2020,10235782.4280281
BEN,2020,4933397.61281998
BLR,2020,1611055.69159271
BTN,2020,7375321.55570505
BWA,2020,8625944.75008527
AUS,2020,16714129.139192
BFA,2020,4298603.87899921
BIH,2020,1311963.81681785
MMR,2020,8451208.92041675
TON,2020,16708354.6168775
SOM,2020,5840433.06908975
