NAME,TIME,POPULATION
LBN,2018,5950839
LBR,2018,4889391
LBY,2018,6477793
LCA,2018,177888
LIE,2018,38181
LKA,2018,21670000
LSO,2018,2198017
LTU,2018,2801543
LUX,2018,607950
LVA,2018,1927174
MAC,2018,650991
MAF,2018,33852
MAR,2018,35927511
MCO,2018,37029
MDA,2018,2707203
MDG,2018,26846541
MDV,2018,489758
MEX,2018,124013861
MHL,2018,45989
MKD,2018,2076217
MLI,2018,19934298
MLT,2018,484630
MMR,2018,52666014
MNE,2018,622227
MNG,2018,3163991
MNP,2018,50304
MOZ,2018,29423878
MRT,2018,4270712
MUS,2018,1265577
MWI,2018,18367883
MYS,2018,32399271
NAC,2018,363967201
NAM,2018,2405680
NCL,2018,271170
NER,2018,22577058
NGA,2018,198387623
NIC,2018,6572233
NLD,2018,17231624
NOR,2018,5311916
NPL,2018,28506712
NRU,2018,11924
NZL,2018,4900600
OMN,2018,4601157
OSS,2018,31494491
PAK,2018,219731479
PAN,2018,4165255
PER,2018,32203944
PHL,2018,108568836
PLW,2018,17864
PNG,2018,9329227
POL,2018,37974750
PRI,2018,3193354
PRK,2018,25638149
PRT,2018,10283822
PRY,2018,6443328
PSE,2018,4569087
PYF,2018,297606
QAT,2018,2766732
ROU,2018,19473970
RUS,2018,144477859
RWA,2018,12531808
SAS,2018,1840534093
SAU,2018,35018133
SDN,2018,41999059
SEN,2018,15574909
SGP,2018,5638676
SLB,2018,659249
SLE,2018,7861281
SLV,2018,6276342
SMR,2018,34156
SOM,2018,15411094
SRB,2018,6982604
SSD,2018,10395329
STP,2018,211344
SUR,2018,593715
SVK,2018,5446771
SVN,2018,2073894
SWE,2018,10175214
SWZ,2018,1160428
SXM,2018,40895
SYC,2018,96762
SYR,2018,19333463
TCA,2018,41487
TCD,2018,15604210
TGO,2018,8046679
THA,2018,71127802
TJK,2018,9128132
TKM,2018,6065066
TLS,2018,1261845
TON,2018,105150
TTO,2018,1504709
TUN,2018,11933041
TUR,2018,82809304
TUV,2018,10865
TZA,2018,58090443
UGA,2018,41515395
UKR,2018,44622518
URY,2018,3427042
USA,2018,326838199
UZB,2018,32956100
VCT,2018,105281
VEN,2018,29825653
VGB,2018,30335
VIR,2018,107001
VNM,2018,94914330
VUT,2018,297298
WSM,2018,209701
XKX,2018,1797085
YEM,2018,30790513
ZAF,2018,57339635
ZMB,2018,17835893
ZWE,2018,15052184
ABW,2019,106442
AFG,2019,37769499
AGO,2019,32353588
ALB,2019,2854191
AND,2019,76343
ARE,2019,9211657
ARG,2019,44938712
ARM,2019,2820602
ASM,2019,47321
ATG,2019,92117
AUS,2019,25340217
AUT,2019,8879920
AZE,2019,10024283
BDI,2019,11874838
BEL,2019,11488980
BEN,2019,12290444
BFA,2019,20951639
BGD,2019,165516222
BGR,2019,6975761
BHR,2019,1494188
BHS,2019,404557
BIH,2019,3360711
BLR,2019,9419758
BLZ,2019,389095
BMU,2019,63911
BOL,2019,11777315
BRA,2019,211782878
BRB,2019,280180
BRN,2019,438048
BTN,2019,767459
BWA,2019,2499702
CAF,2019,5209324
CAN,2019,37601230
CHE,2019,8575280
CHI,2019,169410
CHL,2019,19039485
CHN,2019,1407745000
CIV,2019,26147551
CMR,2019,25782341
COD,2019,89906890
COG,2019,5570733
COL,2019,50187406
COM,2019,790986
CPV,2019,577030
CRI,2019,5084532
CUB,2019,11316697
CUW,2019,157441
CYM,2019,66134
CYP,2019,1228836
CZE,2019,10671870
DEU,2019,83092962
DJI,2019,1073994
DMA,2019,71428
DNK,2019,5814422
DOM,2019,10881882
DZA,2019,42705368
ECU,2019,17343740
EGY,2019,105618671
EMU,2019,342452734
ERI,2019,3498818
ESP,2019,47134837
EST,2019,1326898
ETH,2019,114120594
FIN,2019,5521606
FJI,2019,918465
FRA,2019,67388001
FRO,2019,51681
FSM,2019,111379
GAB,2019,2242785
GBR,2019,66836327
GEO,2019,3720161
GHA,2019,31522290
GIB,2019,32685
GIN,2019,12877539
GMB,2019,2508883
GNB,2019,1970457
GNQ,2019,1553031
GRC,2019,10721582
GRD,2019,122724
GRL,2019,56225
GTM,2019,16604026
GUM,2019,168624
GUY,2019,798753
HIC,2019,1236715327
HKG,2019,7507900
HND,2019,9958829
HRV,2019,4065253
HTI,2019,11160438
HUN,2019,9771141
IDN,2019,269582878
IMN,2019,83933
IND,2019,1383112050
IRL,2019,4934340
IRN,2019,86564202
IRQ,2019,41563520
ISL,2019,360563
ISR,2019,9054000
ITA,2019,59729081
JAM,2019,2813773
JOR,2019,10698683
JPN,2019,126633000
KAZ,2019,18513673
KEN,2019,50951450
KGZ,2019,6456200
KHM,2019,16207746
KIR,2019,124241
KNA,2019,47712
KOR,2019,51764822
KWT,2019,4441100
LAO,2019,7212053
LBN,2019,5781907
LBR,2019,4985289
LBY,2019,6569088
LCA,2019,178583
LIE,2019,38482
LKA,2019,21803000
LSO,2019,2225702
LTU,2019,2794137
LUX,2019,620001
LVA,2019,1913822
MAC,2019,663653
MAF,2019,33121
MAR,2019,36304408
MCO,2019,37034
MDA,2019,2664224
MDG,2019,27533134
MDV,2019,504508
MEX,2019,125085311
MHL,2019,44728
MKD,2019,2076694
MLI,2019,20567424
MLT,2019,504062
MMR,2019,53040212
MNE,2019,622028
MNG,2019,3232430
MNP,2019,49858
MOZ,2019,30285595
MRT,2019,4383849
MUS,2019,1265985
MWI,2019,18867337
MYS,2019,32804020
NAC,2019,365995094
NAM,2019,2446644
NCL,2019,271240
NER,2019,23443393
NGA,2019,203304492
NIC,2019,6663924
NLD,2019,17344874
NOR,2019,5347896
NPL,2019,28832496
NRU,2019,12132
NZL,2019,4979200
OMN,2019,4602768
OSS,2019,32005477
PAK,2019,223293280
PAN,2019,4232532
PER,2019,32824861
PHL,2019,110380804
PLW,2019,17916
PNG,2019,9542486
POL,2019,37965475
PRI,2019,3193694
PRK,2019,25755441
PRT,2019,10286263
PRY,2019,6530026
PSE,2019,4685306
PYF,2019,299717
QAT,2019,2807235
ROU,2019,19371648
RUS,2019,144406261
RWA,2019,12835028
SAS,2019,1861598514
SAU,2019,35827362
SDN,2019,43232093
SEN,2019,16000781
SGP,2019,5703569
SLB,2019,674993
SLE,2019,8046828
SLV,2019,6280217
SMR,2019,34178
SOM,2019,15981300
SRB,2019,6945235
SSD,2019,10447666
STP,2019,214599
SUR,2019,600301
SVK,2019,5454147
SVN,2019,2088385
SWE,2019,10278887
SWZ,2019,1169613
SXM,2019,41608
SYC,2019,97625
SYR,2019,20098251
TCA,2019,43080
TCD,2019,16126866
TGO,2019,8243094
THA,2019,71307763
TJK,2019,9337003
TKM,2019,6158420
TLS,2019,1280438
TON,2019,104951
TTO,2019,1519955
TUN,2019,12049314
TUR,2019,83481684
TUV,2019,10956
TZA,2019,59872579
UGA,2019,42949080
UKR,2019,44386203
URY,2019,3428409
USA,2019,328329953
UZB,2019,33580350
VCT,2019,104924
VEN,2019,28971683
VGB,2019,30610
VIR,2019,106669
VNM,2019,95776716
VUT,2019,304404
WSM,2019,211905
XKX,2019,1788878
YEM,2019,31546691
ZAF,2019,58087055
ZMB,2019,18380477
ZWE,2019,15354608
ABW,2020,106585
AFG,2020,38972230
AGO,2020,33428486
ALB,2020,2837849
AND,2020,77700
ARE,2020,9287289
ARG,2020,45376763
ARM,2020,2805608
ASM,2020,46189
ATG,2020,92664
AUS,2020,25655289
AUT,2020,8916864
AZE,2020,10093121
BDI,2020,12220227
BEL,2020,11538604
BEN,2020,12643123
BFA,2020,21522626
BGD,2020,167420951
BGR,2020,6934015
BHR,2020,1477469
BHS,2020,406471
BIH,2020,3318407
BLR,2020,9379952
BLZ,2020,394921
BMU,2020,63893
BOL,2020,11936162
BRA,2020,213196304
BRB,2020,280693
BRN,2020,441725
BTN,2020,772506
BWA,2020,2546402
CAF,2020,5343020
CAN,2020,38007166
CHE,2020,8638167
CHI,2020,171113
CHL,2020,19300315
CHN,2020,1411100000
CIV,2020,26811790
CMR,2020,26491087
COD,2020,92853164
COG,2020,5702174
COL,2020,50930662
COM,2020,806166
CPV,2020,582640
CRI,2020,5123105
CUB,2020,11300698
CUW,2020,154947
CYM,2020,67311
CYP,2020,1237537
CZE,2020,10697858
DEU,2020,83160871
DJI,2020,1090156
DMA,2020,71995
DNK,2020,5831404
DOM,2020,10999664
DZA,2020,43451666
ECU,2020,17588595
EGY,2020,107465134
EMU,2020,342913447
ERI,2020,3555868
ESP,2020,47365655
EST,2020,1329522
ETH,2020,117190911
FIN,2020,5529543
FJI,2020,920422
FRA,2020,67571107
FRO,2020,52415
FSM,2020,112106
GAB,2020,2292573
GBR,2020,67081234
GEO,2020,3722716
GHA,2020,32180401
GIB,2020,32709
GIN,2020,13205153
GMB,2020,2573995
GNB,2020,2015828
GNQ,2020,1596049
GRC,2020,10698599
GRD,2020,123663
GRL,2020,56367
GTM,2020,16858333
GUM,2020,169231
GUY,2020,797202
HIC,2020,1241726323
HKG,2020,7481000
HND,2020,10121763
HRV,2020,4047680
HTI,2020,11306801
HUN,2020,9750149
IDN,2020,271857970
IMN,2020,84046
IND,2020,1396387127
IRL,2020,4985382
IRN,2020,87290193
IRQ,2020,42556984
ISL,2020,366463
ISR,2020,9215100
ITA,2020,59438851
JAM,2020,2820436
JOR,2020,10928721
JPN,2020,126261000
KAZ,2020,18755666
KEN,2020,51985780
KGZ,2020,6579900
KHM,2020,16396860
KIR,2020,126463
KNA,2020,47642
KOR,2020,51836239
KWT,2020,4360444
LAO,2020,7319399
LBN,2020,5662923
LBR,2020,5087584
LBY,2020,6653942
LCA,2020,179237
LIE,2020,38756
LKA,2020,21919000
LSO,2020,2254100
LTU,2020,2794885
LUX,2020,630419
LVA,2020,1900449
MAC,2020,676283
MAF,2020,32553
MAR,2020,36688772
MCO,2020,36922
MDA,2020,2635130
MDG,2020,28225177
MDV,2020,514438
MEX,2020,125998302
MHL,2020,43413
MKD,2020,2072531
MLI,2020,21224040
MLT,2020,515332
MMR,2020,53423198
MNE,2020,621306
MNG,2020,3294335
MNP,2020,49587
MOZ,2020,31178239
MRT,2020,4498604
MUS,2020,1266014
MWI,2020,19377061
MYS,2020,33199993
NAC,2020,369582571
NAM,2020,2489098
NCL,2020,272460
NER,2020,24333639
NGA,2020,208327405
NIC,2020,6755895
NLD,2020,17441500
NOR,2020,5379475
NPL,2020,29348627
NRU,2020,12315
NZL,2020,5090200
OMN,2020,4543399
OSS,2020,32381464
PAK,2020,227196741
PAN,2020,4294396
PER,2020,33304756
PHL,2020,112190977
PLW,2020,17972
PNG,2020,9749640
POL,2020,37899070
PRI,2020,3281557
PRK,2020,25867467
PRT,2020,10297081
PRY,2020,6618695
PSE,2020,4803269
PYF,2020,301920
QAT,2020,2760385
ROU,2020,19265250
RUS,2020,144073139
RWA,2020,13146362
SAS,2020,1882531620
SAU,2020,35997107
SDN,2020,44440486
SEN,2020,16436120
SGP,2020,5685807
SLB,2020,691191
SLE,2020,8233970
SLV,2020,6292731
SMR,2020,34007
SOM,2020,16537016
SRB,2020,6899126
SSD,2020,10606227
STP,2020,218641
SUR,2020,607065
SVK,2020,5458827
SVN,2020,2102419
SWE,2020,10353442
SWZ,2020,1180655
SXM,2020,42310
SYC,2020,98462
SYR,2020,20772595
TCA,2020,44276
TCD,2020,16644701
TGO,2020,8442580
THA,2020,71475664
TJK,2020,9543207
TKM,2020,6250438
TLS,2020,1299995
TON,2020,105254
TTO,2020,1518147
TUN,2020,12161723
TUR,2020,84135428
TUV,2020,11069
TZA,2020,61704518
UGA,2020,44404611
UKR,2020,44132049
URY,2020,3429086
USA,2020,331511512
UZB,2020,34232050
VCT,2020,104632
VEN,2020,28490453
VGB,2020,30910
VIR,2020,106290
VNM,2020,96648685
VUT,2020,311685
WSM,2020,214929
XKX,2020,1790133
YEM,2020,32284046
ZAF,2020,58801927
ZMB,2020,18927715
ZWE,2020,15669666
ABW,2021,106537
AFG,2021,40099462
AGO,2021,34503774
ALB,2021,2811666
AND,2021,79034
ARE,2021,9365145
ARG,2021,45808747
ARM,2021,2790974
ASM,2021,45035
ATG,2021,93219
AUS,2021,25688079
AUT,2021,8955797
AZE,2021,10137750
BDI,2021,12551213
BEL,2021,11592952
BEN,2021,12996895
BFA,2021,22100683
BGD,2021,169356251
BGR,2021,6877743
BHR,2021,1463265
BHS,2021,407906
BIH,2021,3270943
BLR,2021,9302585
BLZ,2021,400031
BMU,2021,63764
BOL,2021,12079472
BRA,2021,214326223
BRB,2021,281200
BRN,2021,445373
BTN,2021,777486
BWA,2021,2588423
CAF,2021,5457154
CAN,2021,38226498
CHE,2021,8703405
CHI,2021,172683
CHL,2021,19493184
CHN,2021,1412360000
CIV,2021,27478249
CMR,2021,27198628
COD,2021,95894118
COG,2021,5835806
COL,2021,51516562
COM,2021,821625
CPV,2021,587925
CRI,2021,5153957
CUB,2021,11256372
CUW,2021,152369
CYM,2021,68136
CYP,2021,1244188
CZE,2021,10505772
DEU,2021,83196078
DJI,2021,1105557
DMA,2021,72412
DNK,2021,5856733
DOM,2021,11117873
DZA,2021,44177969
ECU,2021,17797737
EGY,2021,109262178
EMU,2021,343067846
ERI,2021,3620312
ESP,2021,47415750
EST,2021,1330932
ETH,2021,120283026
FIN,2021,5541017
FJI,2021,924610
FRA,2021,67749632
FRO,2021,52889
FSM,2021,113131
GAB,2021,2341179
GBR,2021,67026300
GEO,2021,3708610
GHA,2021,32833031
GIB,2021,32669
GIN,2021,13531906
GMB,2021,2639916
GNB,2021,2060721
GNQ,2021,1634466
GRC,2021,10641221
GRD,2021,124610
GRL,2021,56653
GTM,2021,17109746
GUM,2021,170534
GUY,2021,804567
HIC,2021,1241269526
HKG,2021,7413100
HND,2021,10278345
HRV,2021,3879000
HTI,2021,11447569
HUN,2021,9709891
IDN,2021,273753191
IMN,2021,84263
IND,2021,1407563842
IRL,2021,5033165
IRN,2021,87923432
IRQ,2021,43533592
ISL,2021,372520
ISR,2021,9364700
ITA,2021,59109668
JAM,2021,2827695
JOR,2021,11148278
JPN,2021,125681593
KAZ,2021,19000988
KEN,2021,53005614
KGZ,2021,6691800
KHM,2021,16589023
KIR,2021,128874
KNA,2021,47606
KOR,2021,51744876
KWT,2021,4250114
LAO,2021,7425057
LBN,2021,5592631
LBR,2021,5193416
LBY,2021,6735277
LCA,2021,179651
LIE,2021,39039
LKA,2021,22156000
LSO,2021,2281454
LTU,2021,2800839
LUX,2021,640064
LVA,2021,1884490
MAC,2021,686607
MAF,2021,31948
MAR,2021,37076584
MCO,2021,36686
MDA,2021,2615199
MDG,2021,28915653
MDV,2021,521457
MEX,2021,126705138
MHL,2021,42050
MKD,2021,2065092
MLI,2021,21904983
MLT,2021,518536
MMR,2021,53798084
MNE,2021,619211
MNG,2021,3347782
MNP,2021,49481
MOZ,2021,32077072
MRT,2021,4614974
MUS,2021,1266334
MWI,2021,19889742
MYS,2021,33573874
NAC,2021,370321816
NAM,2021,2530151
NCL,2021,274660
NER,2021,25252722
NGA,2021,213401323
NIC,2021,6850540
NLD,2021,17533044
NOR,2021,5408320
NPL,2021,30034989
NRU,2021,12511
NZL,2021,5111400
OMN,2021,4520471
OSS,2021,32708277
PAK,2021,231402117
PAN,2021,4351267
PER,2021,33715471
PHL,2021,113880328
PLW,2021,18024
PNG,2021,9949437
POL,2021,37747124
PRI,2021,3262693
PRK,2021,25971909
PRT,2021,10325147
PRY,2021,6703799
PSE,2021,4922749
PYF,2021,304032
QAT,2021,2688235
ROU,2021,19119880
RUS,2021,143449286
RWA,2021,13461888
SAS,2021,1901911604
SAU,2021,35950396
SDN,2021,45657202
SEN,2021,16876720
SGP,2021,5453566
SLB,2021,707851
SLE,2021,8420641
SLV,2021,6314167
SMR,2021,33745
SOM,2021,17065581
SRB,2021,6834326
SSD,2021,10748272
STP,2021,223107
SUR,2021,612985
SVK,2021,5447247
SVN,2021,2108079
SWE,2021,10415811
SWZ,2021,1192271
SXM,2021,42846
SYC,2021,99258
SYR,2021,21324367
TCA,2021,45114
TCD,2021,17179740
TGO,2021,8644829
THA,2021,71601103
TJK,2021,9750064
TKM,2021,6341855
TLS,2021,1320942
TON,2021,106017
TTO,2021,1525663
TUN,2021,12262946
TUR,2021,84775404
TUV,2021,11204
TZA,2021,63588334
UGA,2021,45853778
UKR,2021,43792855
URY,2021,3426260
USA,2021,332031554
UZB,2021,34915100
VCT,2021,104332
VEN,2021,28199867
VGB,2021,31122
VIR,2021,105870
VNM,2021,97468029
VUT,2021,319137
WSM,2021,218764
XKX,2021,1786038
YEM,2021,32981641
ZAF,2021,59392255
ZMB,2021,19473125
ZWE,2021,15993524
ABW,2022,106445
AFG,2022,41128771
AGO,2022,35588987
ALB,2022,2775634
AND,2022,79824
ARE,2022,9441129
ARG,2022,46234830
ARM,2022,2780469
ASM,2022,44273
ATG,2022,93763
AUS,2022,25978935
AUT,2022,9042528
AZE,2022,10175016
BDI,2022,12889576
BEL,2022,11669446
BEN,2022,13352864
BFA,2022,22673762
BGD,2022,171186372
BGR,2022,6465097
BHR,2022,1472233
BHS,2022,409984
BIH,2022,3233526
BLR,2022,9208701
BLZ,2022,405272
BMU,2022,63532
BOL,2022,12224110
BRA,2022,215313498
BRB,2022,281635
BRN,2022,449002
BTN,2022,782455
BWA,2022,2630296
CAF,2022,5579144
CAN,2022,38929902
CHE,2022,8769741
CHI,2022,174079
CHL,2022,19603733
CHN,2022,1412175000
CIV,2022,28160542
CMR,2022,27914536
COD,2022,99010212
COG,2022,5970424
COL,2022,51874024
COM,2022,836774
CPV,2022,593149
CRI,2022,5180829
CUB,2022,11212191
CUW,2022,149996
CYM,2022,68706
CYP,2022,1251488
CZE,2022,10526073
DEU,2022,84079811
DJI,2022,1120849
DMA,2022,72737
DNK,2022,5903037
DOM,2022,11228821
DZA,2022,44903225
ECU,2022,18001000
EGY,2022,110990103
EMU,2022,344519132
ERI,2022,3684032
ESP,2022,47615034
EST,2022,1344768
ETH,2022,123379924
FIN,2022,5556880
FJI,2022,929766
FRA,2022,67935660
FRO,2022,53090
FSM,2022,114164
GAB,2022,2388992
GBR,2022,66971411
GEO,2022,3712502
GHA,2022,33475870
GIB,2022,32649
GIN,2022,13859341
GMB,2022,2705992
GNB,2022,2105566
GNQ,2022,1674908
GRC,2022,10566531
GRD,2022,125438
GRL,2022,56661
GTM,2022,17357886
GUM,2022,171774
GUY,2022,808726
HIC,2022,1244899026
HKG,2022,7346100
HND,2022,10432860
HRV,2022,3854000
HTI,2022,11584996
HUN,2022,9683505
IDN,2022,275501339
IMN,2022,84519
IND,2022,1417173173
IRL,2022,5086988
IRN,2022,88550570
IRQ,2022,44496122
ISL,2022,381900
ISR,2022,9550600
ITA,2022,58856847
JAM,2022,2827377
JOR,2022,11285869
JPN,2022,125124989
KAZ,2022,19621972
KEN,2022,54027487
KGZ,2022,6803300
KHM,2022,16767842
KIR,2022,131232
KNA,2022,47657
KOR,2022,51628117
KWT,2022,4268873
LAO,2022,7529475
LBN,2022,5489739
LBR,2022,5302681
LBY,2022,6812341
LCA,2022,179857
LIE,2022,39327
LKA,2022,22181000
LSO,2022,2305825
LTU,2022,2833000
LUX,2022,650774
LVA,2022,1883379
MAC,2022,695168
MAF,2022,31791
MAR,2022,37457971
MCO,2022,36469
MDA,2022,2592477
MDG,2022,29611714
MDV,2022,523787
MEX,2022,127504125
MHL,2022,41569
MKD,2022,2057679
MLI,2022,22593590
MLT,2022,523417
MMR,2022,54179306
MNE,2022,616159
MNG,2022,3398366
MNP,2022,49551
MOZ,2022,32969518
MRT,2022,4736139
MUS,2022,1262523
MWI,2022,20405317
MYS,2022,33938221
NAC,2022,372280991
NAM,2022,2567012
NCL,2022,276780
NER,2022,26207977
NGA,2022,218541212
NIC,2022,6948392
NLD,2022,17703090
NOR,2022,5457127
NPL,2022,30547580
NRU,2022,12668
NZL,2022,5124100
OMN,2022,4576298
OSS,2022,33136283
PAK,2022,235824862
PAN,2022,4408581
PER,2022,34049588
PHL,2022,115559009
PLW,2022,18055
PNG,2022,10142619
POL,2022,37561599
PRI,2022,3221789
PRK,2022,26069416
PRT,2022,10379007
PRY,2022,6780744
PSE,2022,5043612
PYF,2022,306279
QAT,2022,2695122
ROU,2022,18956666
RUS,2022,143555736
RWA,2022,13776698
SAS,2022,1919348000
SAU,2022,36408820
SDN,2022,46874204
SEN,2022,17316449
SGP,2022,5637022
SLB,2022,724273
SLE,2022,8605718
SLV,2022,6336392
SMR,2022,33660
SOM,2022,17597511
SRB,2022,6760087
SSD,2022,10913164
STP,2022,227380
SUR,2022,618040
SVK,2022,5431752
SVN,2022,2108732
SWE,2022,10486941
SWZ,2022,1201670
SXM,2022,43389
SYC,2022,100060
SYR,2022,22125249
TCA,2022,45703
TCD,2022,17723315
TGO,2022,8848699
THA,2022,71697030
TJK,2022,9952787
TKM,2022,6430770
TLS,2022,1341296
TON,2022,106858
TTO,2022,1531044
TUN,2022,12356117
TUR,2022,85341241
TUV,2022,11312
TZA,2022,65497748
UGA,2022,47249585
UKR,2022,38000000
URY,2022,3422794
USA,2022,333287557
UZB,2022,35648100
VCT,2022,103948
VEN,2022,28301696
VGB,2022,31305
VIR,2022,105413
VNM,2022,98186856
VUT,2022,326740
WSM,2022,222382
XKX,2022,1761985
YEM,2022,33696614
ZAF,2022,59893885
ZMB,2022,20017675
ZWE,2022,16320537
